16453	1	a	Tak snad jen cena. je to plastový výrobek, ale chápu, že platíme za nápad.
11652	1	a	Běžná údržba snadná, ale důkladné čištění vyžaduje trpělivost.
16127	1	a	U dřívějšího typu lednice mohlo být kvalitnější plastové vybavení - šuplíky a poličky.
9797	1	a	Hlučný kompresor,moje stará lednice 17 let byla tišší.
3510	0	a	Vyzkoušená značka,20let jsme měli starší typ,dostupné náhradní díly.
15347	1	a	Nevyhovující parketová hubice, i při nízkém výkonu se přisává k podlaze.
10530	1	a	Vysavač nemá doběh po vypnutí přístroje v zásuvce vysavače.
15904	1	a	Bezsáčkové provedení (nutno ručně čistit zásobník na smetí, což není zrovna fajnová práce :-(.
3703	0	a	Velmi tichý a zároveň výkonný.
7859	0	a	Nejlepší presovač na světě :-).
9599	1	a	Není určena pro lidi pod 170 cm  :).
13062	1	a	Trochu potíže návodem na použití.
8051	0	a	Zvlášť regulovatelná teplota lednice a mrazáku.
1311	0	a	Sada příslušenství,vyhovuje mi pro vysávání hrubých nečistot,zatím spokojenost.
15197	1	a	Menší mrazák - silná izolace.
3636	0	a	Krásně mixuje a to je základ. design. skladnost. dobře se myje.
699	0	a	Pro většinu potřeb má dostatečné příslušenství,.
8170	0	a	Prostorné šuplíky v mrazáku.
2975	0	a	Vynikající káva, rychlá příprava.
9412	1	a	Dotyková tlačítka - nemohla jsem si zvyknout.
2395	0	a	Jednoduchý návod i obsluha.
258	0	a	Velký objem, bohatě stačí.
1007	0	a	Dělá výborné kafe, záleží na použité kávě samozřejmě.
143	0	a	Více než dostatečný výkon vysavače.
15577	1	a	Hubice kloužou po kobercích s hustým vlasem ne dokonale, parkovací poloha není zcela dokonalá a automaticky nevypíná, kolečka nejsou zcela ideální, titěrná výfuková mřížka.
12421	1	a	Nezvyklý úchop pro přenášení.
7522	0	a	Jediná designová lednice na trhu.
14652	1	a	Musí se dávat pozor při otvírání, aby se prach nerozletěl všude okolo.
7998	0	a	Není těžký do ruky.
9633	1	a	Strašně hlučný provoz.hrnek'cestuje'po mřížce při spuštění přístroje.
6842	0	a	Velmi slušný objem lednice a mražáku.
6568	0	a	Za ty peníze naprosto vyhovující přístroj.
15157	1	a	Zatim nevim o nicem co by vadilo.
15902	1	a	Málo pozic na umístění polic. chybí záslepky pro zakrytí otvorů.
6499	0	a	Do poličky se vejde pekáč na husu, co víc si přát.
10964	1	a	Přívodní hadice bes aqua stopu.
11231	1	a	Chladnička je menší, než vypadá, má naprosto nevyhovující a velice malý úložný box na ovoce a zeleninu, který nelze vyndat, pokud neodstraníte horní poličku.
1788	0	a	Přísavky drží jak mají.
7979	0	a	Velice tichá i při odstřeďování na 1400 otáček/min.
4774	0	a	Vysavač je velmi malý a skladný.
64	0	a	Za málo peněz hodně muziky. rozdrtí i semínka a  led.
13324	1	a	Červená přívodní šňůra u černého kávovaru je opravdu ošklivá.
10575	1	a	Nedovírají se dveře jen při lehkém zabouhnutí - nutno zkontrolovat, zda se dovřely (u předchozí lednice fungovalo spolehlivě).
8761	1	a	I na hladnkém povrchu se přisaje a nepustí.
3296	0	a	Snadná údržba, jednoduché ovládání.
13043	1	a	Menší mrazák než jsem čekal.
16371	1	a	Pokud se v průběhu praní nebo sušení dotknete displeje, pokud se při praní dotknete displeje, vypnete tím pračku, jinak vše ok.
3313	0	a	Podle mého názoru top v čištění autosedaček.
13615	1	a	Nepřehledný návod k použití, místy nejednoznačný, ale časem na to jde přijít.
8339	0	a	Není tolik hlučný, čekal jsem větší hluk.
8367	0	a	Naprosto splnil co jsem ocekavala a co jsem vycetla z doporuceni od p. moniky brydove.
8410	1	a	Plasty jsou křehké, návod k produktu s chybou v obrázku, návod je nedostatečný,.  chybí popis výměny a čistění hepa filtru.
11453	1	a	Plastov trubky, nemůžu pořádně zatlačit aby se nezlomily. brzo se zahřívá, krátký kabel.
7082	0	a	Za málo peněz hodně muziky.
7402	0	a	Není potřeba přívod vody , ani řešit odpad vody.
9787	1	a	Nelze naavivážovat uspokojivě žádné prádlo, nádržka je malá a při té fázi avivážování už je zřejmě část té náplně vyteklá do.
2391	0	a	Výborná povrchová uprava,opravdu se neopatlá :).
6730	0	a	Přístroj používám asi týden a jsem nadšená. lehce rozseká i tvrdá jablka, mrkev během chvilky.zkoušela jsem i led a paráda!.
6342	0	a	Téměř nutný doplněk k robotickému vysavači (čištění spár, rohů, prostorů pod nábytkem, za nábytkem, uklízení prostor, kde robot může poškodit nábytek, zdi).
5398	0	a	Automatické vypnutí po 40 min.
10065	1	a	Po měsíci šel na opravu - upadlý šroubek.
12014	1	a	Máme ho krátce,ale zatím velká spokojenost,saje jako blázen a do vody.snad bude sloužit dlouho.
4155	0	a	Výborně šlehá a rychle.
12462	1	a	Police nejdou změnit. zatím ji máme krátce.
12048	1	a	Trochu hlučnější při max výkonu.
12477	1	a	Ještě jsme produkt neobdrželi, nemůžu hodnotit. chtěli jsme si udělat s manželem radost pod stromeček, ale asi smůla.
976	0	a	Rychlá káva bez starostí.
11386	1	a	Docela rychle se zahřívá.
12798	1	a	Proti očekávání trochu hlučnější, ale nemám srovnání, takže těžko soudit.
13815	1	a	Občas je slyšet podivný zvuk ( praskání ).
6531	0	a	Výborný úložný prostor pro příslušenství.
15072	1	a	Pouze cena,ale jelikož jsem vyhodila tři vysavače cca každý za 2000kč,tak doufám,že tento bude super a jiný již pořizovat nebudu muset.
6948	0	a	I makové mléko zvládnul. má lepící nožičky takže na lince pevně drží, spoustu nádob na výměnu a víček. myslím ,že trumfne i nutribullet který za větší peníze má jen 600w.
14202	1	a	Zatím jsem nic nezjistil :-d.
4555	0	a	Zatím plně funkční, jednoduchý.
12539	1	a	Nic co bych pro dobrou kávu neobětoval (příprava je takový menší rituál).
12453	1	a	Po půl roceprestalo fungovat zavírání dveří- perko- výměna trvala déle cca 10 dní- nebyl dostupný náhradní dil.nicméně oprava v rámci záruky bez problemu.
12976	1	a	Nefunguje jako samostatný lux, toto není z popisu zcela zřejmé.
16558	1	a	Měla jsem typ pračky s vrchním plněním a proto jsem byla překvapená,když skoro po každým praní mi uvízla ponožka za gumou   ale prý to tak je. tak si třeba zvyknu.
5304	0	a	Jsme s ním spokojeni.
5193	0	a	Vysavač má dva výkonové stupně a po stisknutí tlačítka 'max' přizvedává i koberec - musí se počítat s kratší dobou vysávání !.
11889	1	a	Zámky se mě zdají méně bytelné jak u předchozího typu. je to průmyslový větší vysavač a tomu odpovídá i složitější manipulace - je do dílny, ne do bytu.
2408	0	a	Dobrá cena, dobrý poměr cena/kvalita.
5596	0	a	Výběr z několika nabídek kávy.
7687	0	a	Pracuje jak má. máme týden, zatím absolutní spokojenost. ideální 'parťák' pro naši sušičku bosch.
5331	0	a	Po vysušení nadýchané a voňavé.
287	0	a	Inspirovala jsem se videi na netu a recenzemi a opravdu vše tak, jak bylo již popsánovše dobře rozdrtí, rozmixuje do hladka, prostě paráda!.
6888	0	a	Bateriový vysavač, nelimituje přívodní šňůrou.
12667	1	a	Díky sacímu výkonu se s vysavačem špatně manipuluje na koberci. snad pomůže optimalizace sacích hlavic a pohybů rukou (od sebe je téměř nemožné, k sobě většinou jde).
7420	0	a	Snadné vysypání a vyčištění sběrné nádoby na nečistoty , bez zamazání rukou.
8151	0	a	Vyhovuje mně množství programů. jednoduché ovládání.
6288	0	a	Vejde se do malého prostoru, vypadá pěkně a pere.
15537	1	a	Plasty a provedení odpovídá ceně.
1575	0	a	Mám čerstě namletou kávu,snadná obsluha. malé rozměry.
9075	1	a	Mohla by být vysoká 200 či 205 cm.
4330	0	a	Na své rozměry velice prostorná.
1503	0	a	Možnost regulace intenzity vysávání.
5247	0	a	Až 1200 ot. pro odstřeďování.
15633	1	a	Horší manipulace při čištění.
4579	0	a	Splňuje co jsem očekával. první lednice liebherr vydržela 11let. proto jsem zvolil opět tuto značku. nerez má ochranu proti otisku prstů.
16737	1	a	Čekala jsem, že při tlaku 15 barů bude na kávě více pěny. starší přístroj s 10 bary to dokázal.
10631	1	a	Hubice je trošku vyšší a tím pádem se hůře vysává u skříní s nízkým soklem.
10484	1	a	Display potřebuje vnější světlo, aby byl čitelný.
8194	0	a	Je to 'maly zeleny dabel',vyzkousela jsem ho hned jak dosel a jsem moooc spokojena!!!zatim u me jen pozitivni reakce.ma dobry tah a mile je,ze je bezsackovy.pro svou velikost,dobre ulozitelny.
168	0	a	Za tu cenu - bezva.
3211	0	a	Je to boží věc.
201	0	a	Je super, malý, rychlí, jednoduchý, výkonný.
7292	0	a	Jednoduché ovládání a údržba.
6750	0	a	Každé praní trvá jinak dlouho, podle množství prádla.
10899	1	a	Hrozne tezky, samotny vysavac i teleskopicka trubice (docela makacka pri luxovani hlavne schodu).
16636	1	a	Plastové trubky, které se mírně při čištění prohýbají.
14710	1	a	Mohl by být tišší.
12698	1	a	Výdech vzduchu fouká přímo do obličeje.
11373	1	a	Při nasazení hadice do 'výfuku' by mohla lepší držet.
2466	0	a	V porovnání s rowentou delší hadice.
1346	0	a	Libi se mi moc!!!!☺.
7028	0	a	Jednoduché ovládání - český panel a velký displej.
13248	1	a	Nicjen na stránkách prodejce jsem nenašel prodej náhradních dílů.
9645	1	a	S tím jsme sice 'do toho šli', ale v této cenové kategorii  považuji za jistou nevýhodu, že nelze vysávat rozlité tekutiny.
16559	1	a	Hlučná - spát se u ní nedá :-).
2144	0	a	Při praní velmi tichá, ani se nehne.
10789	1	a	O žádné nevýhodě zatím nevím.
4506	0	a	Kvalita výsledné kávy vůči ceně.
11387	1	a	Trošku při provozu píská.
16113	1	a	Zatím nic, ale uvidí se časem.
771	0	a	Opravdu malý a skladný vysavač.
673	0	a	Na svoji váhu disponuje úžasným výkonem.
16574	1	a	Madlo s pružinou, trochu se bojím, aby pružina vydržela, uvítala bych pevné, roční spotřeba v popisu se lišila od udávané v návodu, tj. 197 kwh namísto deklarovaných 179.
7091	0	a	Vše funguje jak má, velmi tichá.
11037	1	a	Motor trochu zapáchá, ale to bude zřejmě 'novotou'.
12693	1	a	Větší kousky ovoce je lepší nakrájet.
14709	1	a	Při praní nebezpečně teče voda do elektoinstalace.
2874	0	a	Multifunkce - vyčistím uplně všechno.
4553	0	a	Rychlé sestavení a rozebrání.
14580	1	a	Zdá se nám, že chladnička chladí až moc. bylo by lepší, kdyby šla ještě seřídit na nižší teplotu chladničky.
12867	1	a	Po zapnutí musím ještě posunout nastavení výkonu, aby se vysavač spustil.
15144	1	a	Filtr pro zachycení bakterií a pachů nebyl součástí dodávky.
13709	1	a	Slabý výkon, tlačítka se obtížně stlačují.
10784	1	a	Při dotazech v euronics na zemi výroby mi nikdo nechtěl říct pravdu a zaobalovali  to made in eu.vzadu je na štítku made in turecko.tak nevím proč lhali.
15795	1	a	Po ukončení pracího cyklu se buben nevrací do polohy pro otevření.
13550	1	a	Chybí druhé madlo (pozice na kolečkách) na přenášení přes prahy.
3609	0	a	Velmi dobrý výkon, tichý chod, snadná manipulace.
708	0	a	Musela jsem koupit menší lednici abych na ni mohla postavit stolní myčku.
15882	1	a	Dále bych doporučil alespoň dva sací výkony.
384	0	a	Jednoduchá obsluha jedním tlačítkem.
6044	0	a	Tichý chod. led osvětlení vnitřku. rychlý náběh. indikátor správné teploty.
410	0	a	Velký buben a jeho objem i při měnší hloubce produktu.
3639	0	a	Zkušenosti s jiným typem automatického kávovaru máme, ale tento vaří kávu ještě lepší než jsme čekali :).
3545	0	a	Praktický a efektní kávovar.
1302	0	a	Výborná káva, lehká obsluha.
2021	0	a	Skvělá cena, pěkný design, jednoduché ovládání, možnost odloženého startu a zkrácení programu.
10995	1	a	Krátká šňůra i hubice!.
1169	0	a	Susicka funguje jak ma.
16456	1	a	Tichy vysavac si predstavuju trosku jinak.
16335	1	a	Vysavač pracoval 2 dny a porouchal se.
12941	1	a	Trochu hlučnější při ždímání.
794	0	a	Lepší kávovar v této cenové relaci 3900,- prostě není -true story.
3616	0	a	Snadné ovládání, vždy po ruce.
10188	1	a	Káva je tak dobrá, že ji začnou pít i ti, kteří ji nikdy neholdovali.
12083	1	a	Prodává se bez akumulátoru a nabíječky.
12050	1	a	Zatím nevím o ničem.
15708	1	a	Přepínač na horní straně turbokartáče má neznatelnou funkci.
11325	1	a	Převažující plastový materiál v interiéru lednice.
13138	1	a	Zřejmě nemožnost nastavení individuálního nápoje přímo v přístroji. v mobilní aplikaci tato možnost je.
14130	1	a	Má pouze jednu rychlost.
15535	1	a	Po vyprání sustává při vyklopení víka trošku vody.
12321	1	a	Ukazatel tlaku na výstupu je jen takový pseudo, neřekne vám skutečný tlak, ale dá se na něm časem najít místo, které je ideální pro vaše espresso.
10274	1	a	Treba nájsť systém, aby bolo všetko perfektné.
3893	0	a	Mám již třetí pračku této značky, jednoduché ovládaní, pere dobře, je tichá, jde lehce otevřít buben.
10928	1	a	Tím pádem se např. mřížka hepafiltru sama uvolňuje a vypadává, ačkoliv je v pořádku.
3468	0	a	Nezabere místo, výborně mele.
14863	1	a	Mohl by být lépe viditelný vypínač.
1990	0	a	V obou částech je bezvadné.
8385	0	a	Naprosto vyhovuje, dokonalá nerezová konvice, drží dlouho teplý nápoj (skoro termoska). jsem z výrobku nadšen a používám každý den.
14751	1	a	Čekal jsem lepší sací výkon. jako je to asi lepší průměr, nebo nadprůměr, ale čekal jsem že to bude špička.
6040	0	a	Naprosto spokojen po všech směrech.
11704	1	a	Za pár dní používání jsem žádnou negativitu zatím nenašel i když dvířka působí velké otvor do pračky po otevření je standartní.
13690	1	a	Dost dlouhé programy, ale naštěstí se dají zkrátit.
679	0	a	Velikost do menší kuchyně.
14473	1	a	Když jsem to rozbalil z igelitu bylo to promáčklé a na vrchním díle na bokudost hluboký rejhjanec tak nevím zda mám být spokojený,jinak docela funguje.
11678	1	a	Zavírání menších dvířek by mohlo mít nějakou lepší mechanik z.
653	0	a	Poměr cena-výkon ,spokojenost s funkcí.
6810	0	a	Výrobek jsem vybrala dle značky a na základě doporučení prodejce kávovarů.
10701	1	a	Často letmým dotekem zapnu něco jiného.
15218	1	a	Spínač on/off je třeba mačkat uprostřed. nohou to jde húř :).
15241	1	a	Neplní se sama :-).
10724	1	a	Easy slide nejde zase tak easy posouvat ale to je drobnost.
8495	1	a	Nestabilnost přístroje při pěchování kávy a upevňování sítka s kávou.
2863	0	a	Výhoda dvě mixovací nádoby (velká ,malá),více nožů.
11467	1	a	Příprava kávy vyžaduje jistou dávku trpělivosti a zručnosti.
1684	0	a	Nízká cena, výborná kvalita.
2033	0	a	Lednici mame kratce. zatim nadseni po vsech strankach.
15532	1	a	Nemá dostatečný sací výkon a.
8018	0	a	Jedním stisknutím máte capučino nebo latte, lehké čištění zase jen jedním tlačítkem.
13376	1	a	Menší nádržka na chlupy, ale  s tím se nic neudělá.
8002	0	a	Přehledné a jednoduché ovládání.
8005	0	a	Rychlé a jednoduché přendávání nástavců, tichý chod.
14855	1	a	Pro bezpečnost proti povolení používám prodlužovačku s vypínačem.
7371	0	a	Na chalupu dostačující, dobře chladí, doporučuji.
14807	1	a	I po několika použití a umytí pořád smrdí plastem.
7978	0	a	Právě takové jsem potřebovala.
1738	0	a	Jednoduchá obsluha, perfektní výkon.
2511	0	a	Keďže v nej nezaberá miesto mrazák - je dostatočne veľká.
15936	1	a	Uvítala bych nástavec na sedací soupravu (pohyblivý kartáček není vhodný na vysávání čalounění).
8252	0	a	Možnost výběru nádoby nebo sáčku.
1149	0	a	Příjemné ovládání, plynulé nastavení min - max. rychlosti.
10956	1	a	Po roce začal protékat, jde na reklamci.
8847	1	a	I přes oklep poměrně brzy ztratil část sacího výkonu  při použití na stavbě ( prach z betonu a z broušení sádrokartonu).
14818	1	a	Dost nepodajná dodávaná přívodní hadice.
7923	0	a	Produkt již známe. stará lednička byla rovněž této značky.
6013	0	a	Již jsem měla,spokojenost,proto jsem zůstala věrná stejné značce.
657	0	a	Výkonný a tichý vysavač.
1295	0	a	Zatím super a velmi tichá.
5338	0	a	Praktický a  dostatečně výkonný.
3612	0	a	Vzhledově je moc pěkná,přehledný a jednoduchý ovládací panel,tichý chod.
10510	1	a	Když budete na lednici šmatat jinde, než na úchyty, neubráníte se otiskům od prstů.
2219	0	a	Velmi snadné čištění a údržba.
14719	1	a	Uvítal bych ergonomičtější tlačítka, jsou poněkud utopená a hodně gumová.
5725	0	a	Kvalitní zpracování, pěkný nerezový povrch.
10819	1	a	Ještě jsem na nic nenarazil.
1863	0	a	Vybrala jsem perfect smoothie po přečtění všech možných recenzí a jsem maximálně spokojená.mixér slouží denně na přípravu raw stravy a 100 % splnil moje očekávání  dokonalý stroj.
854	0	a	Perfektní pro raw - vitariány, ale ocení to každý, kdo hledá opravdovou kvalitu.
12353	1	a	Asi slabší izolace, lednice téměř pořád běží (mrazí).
16302	1	a	Po měsíci pračka nefunguje, teče a ve smluvním servise už tři dny neberou telefon :-(.
13532	1	a	Používám krátce - zatím o žádné nevím.
6867	0	a	Vysoký výkon, objem nádrže.
11007	1	a	Nabíjení by mohlo být propojeno se základnou = uložím do základny a nabíjím (současné řešení znamená vždy zasunou nabíjecí konektor do přístroje).
14687	1	a	Trochu hlučnější napouštění a odčerpání vody (vzhledem k ostatní velmi dobré kultivovanosti).
1787	0	a	Jednoduchá obsluha, dobrá cena.
15295	1	a	Nevím o žádné výrobek mám krátce.
7002	0	a	Kvalita výsl. espressa + crema (odpovídá použité kávě :) ).
16222	1	a	Malá nádoba na vodu.
16788	1	a	Nadrzka na vodu se blbe zasouva.
15620	1	a	Dodán nefunkcni kus. ihned vrácen.
15220	1	a	Není osvětlena mrazící část.
4105	0	a	Dobrá káva,  jednoduchá obsluha.
14688	1	a	Ale tato nová (modernější?) má filtr, který máme podle návodu pravidelně čistit.
13197	1	a	Zatím jsem na nic nepřišla.
5577	0	a	Idealni do mensiho bytu.
5379	0	a	Poradí si bez problémů s kusy mrkve.
11356	1	a	Do zasuvky ve dverich se nevejde mleko, jen na sirku (zabira pak zbytecne moc mista, nevejdou se tam vetsi 2l lahve.
16516	1	a	Prohýbá se vrchní deska (nutno vypodložit).
12490	1	a	Nemá osvětlení v prostoru mražáku.
1730	0	a	Na tyčový vysavač slušný sací výkon.
887	0	a	Je to to co potřebuji.
8570	1	a	Jde o vestavěný produkt, který ale v případě, že nemáte dvířka, nedobře vypadá, protože jsou na něm díry pro instalaci dvířek.
10423	1	a	Všechny nástavce mají v motorové části dost vůli a při pohybu nepříjemně cvakají.
4074	0	a	Sklopná police, držák na lahve.
15142	1	a	Ve dveřích by mohla být ještě jedna polička, proložka na vajíčka /na šest vajíček/ je malá, hodila by se na větší počet.
11460	1	a	Nejde zvolit gramáž kávy.
15053	1	a	Trochu se obávám, jak to bude s životností mixeru, přece jen je to neznámá značka s největší pravděpodobností vyráběná v číně.
752	0	a	Možnost volby 2 stupňů rychlosti vysávání.
1954	0	a	Dlouho jsme vybírali a po špatných zkušenostech s pračkami od whirlpool a indesit jsme přešli na lg, tak snad bude sloužit :-).
7841	0	a	Musela jsem se jít podívát jestli fakt pere, na tak tichou pračku zvyklá nejsem :-).
15019	1	a	Na hnětení těsta je motorek slabší a stěrka je dost měká a při hnětení těsta se pod ní dostává těsto.
15758	1	a	Velká váha vysavače (9 kg).
14327	1	a	Pokud využívá více osob v domácnosti, lepší si dokoupit větší zásobník na vodu. pokud dělám kávu pro dvě osoby, musím doplnit vodu.
6605	0	a	Rozemele téměř vše. malý dokáže udělat i vegetu, mák, cokoliv.
12173	1	a	Trochu problém s dovozem, speditéři moc nekomunikovali.
10438	1	a	Trochu jezdí po podlaze, musí být pod ní dána podložka protiskluzová.
13020	1	a	Dražší kapsle (což je věc druhořadá).
9058	1	a	Dlouhe programy pres 2 hodiny, trochu hlucnejsi.
11328	1	a	Mohlo by být víc drážek na umístění poliček, ale nakonec tam ty věci stejně nějak poskládám.
6768	0	a	Slehac je proti jinym slehacum lehoucky a prijemny do ruky, vyborne se s nim manipuluje.
13809	1	a	Vydává různé zvuky, ale na ty je upozornění v návodu i s popisem, proč a kdy který zvuk vzniká - je to otázka času, kdy si na to člověk zvykne.
9988	1	a	Často vypadává hadice u vysavače.
5453	0	a	Zatim funguje. krátká doba na hodnocení.
16438	1	a	Opět by se hodila jedna menší nádoba, když se toho nedělá moc.
4535	0	a	Rychlé nahřátí vody i příprava kávy.
3781	0	a	Jednoduché ovládání, praktický, vlastní stojánek, přívodní šňůra od nabíječky je dostatečně dlouhá, používáme ho místo smetáku těměř denně.
14717	1	a	Zatím ji  používáme pouze 3 dny, za tu dobu jediné mínus je,že jde ztuha otevírat mrazáček.
2910	0	a	Variabilní možnosti (lednice nebo mrazák).
9120	1	a	Zatím o žádné nevím.
7652	0	a	Krasne mi vysal celou pudu 96m2.
9644	1	a	Ruční vysavač je to same.
2029	0	a	Zatím super, dělá přesně to, co má. ale máme ji krátce, tak uvidíme, ale určitě budeme i nadále moc spokojeni.
3902	0	a	Skvele sleha a i ponorny mixer je super.
3662	0	a	Velice tichá moderní pračka s přehledným displejem.
3793	0	a	Jednoduchý na ovládání. srozumitelný návod.
13137	1	a	Nektere plastove dily mi prijdou trosku vachrlate.
11963	1	a	Kromě vysávání prachu také odfukuje okolní prach (konstrukční důvody).
340	0	a	Možno mýt v myčce.
692	0	a	Poměr kvality a ceny. je docela tichá, vůbec neslyším kdy sepne.
15296	1	a	Během chodu přípravy se 1krát  ozve hlasité ,prasknutí', ale soudím, že to patří k chodu přístroje. uvidíme.
12970	1	a	Musím do ní strkat  strkat sám prádlo.a to i vyndavat a věšet. chtělo by to nějak dotáhnout k dokonalosti.
